tower,time_UTC,LE_insitu,H_insitu,Rn_insitu,G_insitu
PR-xLA,2021-04-01 17:00:00,247.201649890736,292.968840351162,736.76,26.150666666666663
PR-xLA,2021-04-13 12:00:00,,,112.04,-11.170000000000002
PR-xLA,2021-05-22 20:30:00,108.133498695737,114.223732531034,271.42,22.427333333333333
PR-xLA,2021-06-07 14:30:00,274.421744253631,164.352143143521,656.22,
PR-xLA,2021-06-11 13:00:00,126.129803457176,97.6942029530239,322.58,-0.6233333333333332
PR-xLA,2021-07-02 14:30:00,273.481466757965,92.7439354264508,555.77,2.191
PR-xLA,2021-07-25 19:30:00,241.009353861125,156.365606454963,466.77,18.692666666666668
PR-xLA,2021-07-29 17:30:00,409.680518271307,253.332981867005,698.05,19.189
PR-xLA,2021-08-06 14:30:00,,195.7875864036,470.73,4.180666666666666
PR-xLA,2021-09-27 18:00:00,340.910133248112,134.005732459989,656.68,18.49533333333333
PR-xLA,2021-10-01 16:30:00,406.481868168912,116.838201379833,607.43,10.376333333333331
PR-xLA,2021-10-09 13:30:00,168.604742659262,61.8149352272534,401.28,-5.848
PR-xLA,2021-11-30 16:30:00,270.002752258349,136.314959524394,478.36,4.904
PR-xGU,2021-02-05 14:30:00,143.049529449327,203.202563446752,522.89,-1.22
PR-xGU,2021-02-09 13:00:00,,,226.61,-6.4013333333333335
PR-xGU,2021-03-28 18:30:00,,,715.42,6.254333333333332
PR-xGU,2021-04-01 17:00:00,100.657729733443,435.341830986903,819.67,
PR-xGU,2021-05-22 20:30:00,,,344.02,7.263666666666668
PR-xGU,2021-07-02 14:30:00,,,625.53,-0.1896666666666666
PR-xGU,2021-07-25 19:30:00,,,522.8,6.380666666666667
PR-xGU,2021-07-29 17:30:00,,,746.82,6.664000000000001
PR-xGU,2021-08-06 14:30:00,,,673.79,0.2773333333333334
PR-xGU,2021-08-14 21:30:00,,,32.52,6.308666666666666
PR-xGU,2021-10-01 16:30:00,176.169540626656,257.078472752092,790.79,2.562
PR-xGU,2021-10-09 13:30:00,90.8395045356266,160.476286632404,491.34,-4.733666666666667
